enspid	protlen
ENSP00000226207	1939
ENSP00000226209	1940
ENSP00000226218	478
ENSP00000226225	316
ENSP00000226230	176
ENSP00000226247	648
ENSP00000226253	364
ENSP00000226259	209.666666666667
ENSP00000226279	300
ENSP00000226284	317
ENSP00000226299	519
ENSP00000226317	114
ENSP00000226319	842
ENSP00000226328	469
ENSP00000226355	599
ENSP00000226359	622
ENSP00000226382	314
ENSP00000226413	328
ENSP00000226432	699
ENSP00000226444	294
ENSP00000226460	134
ENSP00000226522	117
ENSP00000226524	104
ENSP00000226574	969
ENSP00000226578	879
ENSP00000226725	593
ENSP00000226730	153
ENSP00000226760	890
ENSP00000226796	217
ENSP00000226798	258
ENSP00000226840	425
ENSP00000226951	428
ENSP00000227065	482
ENSP00000227135	151
ENSP00000227155	267
ENSP00000227157	241
ENSP00000227163	271
ENSP00000227214	189
ENSP00000227251	175
ENSP00000227256	382
ENSP00000227266	463
ENSP00000227322	459
ENSP00000227348	393
ENSP00000227349	778
ENSP00000227378	646
ENSP00000227451	619
ENSP00000227459	513
ENSP00000227471	596
ENSP00000227474	481
ENSP00000227495	329
ENSP00000227503	548
ENSP00000227507	295
ENSP00000227520	360
ENSP00000227524	504
ENSP00000227525	243
ENSP00000227618	121
ENSP00000227638	426
ENSP00000227665	366
ENSP00000227667	99
ENSP00000227752	578
ENSP00000227756	607
ENSP00000227758	618
ENSP00000227868	501
ENSP00000227880	581
ENSP00000227918	93
ENSP00000228027	388
ENSP00000228136	183
ENSP00000228140	148
ENSP00000228226	385
ENSP00000228245	442
ENSP00000228251	372
ENSP00000228264	880
ENSP00000228280	273
ENSP00000228284	963
ENSP00000228289	947
ENSP00000228307	591
ENSP00000228318	362
ENSP00000228327	2363
ENSP00000228329	250
ENSP00000228347	1133
ENSP00000228425	1005
ENSP00000228434	199
ENSP00000228437	801
ENSP00000228438	149
ENSP00000228463	428
ENSP00000228468	574
ENSP00000228476	347
ENSP00000228495	313
ENSP00000228506	292
ENSP00000228510	396
ENSP00000228515	543
ENSP00000228534	189
ENSP00000228567	523
ENSP00000228606	508
ENSP00000228641	242
ENSP00000228644	255
ENSP00000228682	1106
ENSP00000228705	514
ENSP00000228740	611
ENSP00000228741	407
ENSP00000228799	447
ENSP00000228811	134
ENSP00000228820	338
ENSP00000228825	178
ENSP00000228827	284
ENSP00000228837	208
ENSP00000228841	166
ENSP00000228843	352
ENSP00000228850	853
ENSP00000228862	665
ENSP00000228865	120
ENSP00000228872	198
ENSP00000228887	345
ENSP00000228916	669
ENSP00000228918	435
ENSP00000228922	350
ENSP00000228928	1087
ENSP00000228929	151
ENSP00000228936	314
ENSP00000228938	128
ENSP00000228945	201
ENSP00000228955	267
ENSP00000228958	303
ENSP00000229002	205
ENSP00000229003	369
ENSP00000229022	427
ENSP00000229030	581
ENSP00000229043	255
ENSP00000229088	924
ENSP00000229134	171
ENSP00000229135	166
ENSP00000229179	925
ENSP00000229195	540
ENSP00000229201	1207
ENSP00000229214	381
ENSP00000229238	128
ENSP00000229239	335
ENSP00000229243	543
ENSP00000229251	275
ENSP00000229264	340
ENSP00000229265	243
ENSP00000229266	406
ENSP00000229268	858
ENSP00000229270	286
ENSP00000229277	434
ENSP00000229279	775
ENSP00000229281	126
ENSP00000229304	236
ENSP00000229307	305
ENSP00000229314	138
ENSP00000229319	334
ENSP00000229328	270
ENSP00000229329	434
ENSP00000229330	792
ENSP00000229332	237
ENSP00000229335	198
ENSP00000229340	201
ENSP00000229379	109
ENSP00000229384	46.3333333333333
ENSP00000229387	641
ENSP00000229390	221
ENSP00000229395	253
ENSP00000229402	225
ENSP00000229405	151
ENSP00000229416	637
ENSP00000229418	318
ENSP00000229446	869
ENSP00000229447	293
ENSP00000229470	485
ENSP00000229471	482
ENSP00000229554	716
ENSP00000229563	112
ENSP00000229570	97
ENSP00000229583	248
ENSP00000229595	204
ENSP00000229633	182
ENSP00000229634	827
ENSP00000229708	244
ENSP00000229725	415
ENSP00000229729	710
ENSP00000229758	447
ENSP00000229768	446
ENSP00000229769	536
ENSP00000229771	542
ENSP00000229794	360
ENSP00000229795	360
ENSP00000229810	351
ENSP00000229812	465
ENSP00000229824	153
ENSP00000229829	250
ENSP00000229854	808
ENSP00000229866	98
ENSP00000229903	183
ENSP00000229913	265
ENSP00000229922	477
ENSP00000229955	419
ENSP00000229971	621
ENSP00000230012	251
ENSP00000230036	840
ENSP00000230048	140
ENSP00000230050	132
ENSP00000230053	323
ENSP00000230056	209
ENSP00000230065	268
ENSP00000230085	162
ENSP00000230099	465
ENSP00000230122	697
ENSP00000230124	907
ENSP00000230173	1221
ENSP00000230221	321
ENSP00000230223	321
ENSP00000230236	261
ENSP00000230248	379
ENSP00000230256	457
ENSP00000230301	469
ENSP00000230321	246
ENSP00000230323	476
ENSP00000230340	437
ENSP00000230354	339
ENSP00000230361	200
ENSP00000230381	346
ENSP00000230402	111
ENSP00000230413	225
ENSP00000230418	816
ENSP00000230419	1070
ENSP00000230431	174
ENSP00000230449	924
ENSP00000230459	83
ENSP00000230461	361
ENSP00000230480	163
ENSP00000230510	856
ENSP00000230529	354
ENSP00000230538	1823
ENSP00000230565	477
ENSP00000230568	162
ENSP00000230582	514
ENSP00000230588	746
ENSP00000230640	1042
ENSP00000230658	349
ENSP00000230671	636
ENSP00000230685	232
ENSP00000230732	338
ENSP00000230771	506
ENSP00000230792	462
ENSP00000230859	542
ENSP00000230882	638
ENSP00000230895	102
ENSP00000230901	951
ENSP00000230990	208
ENSP00000230993	983
ENSP00000231004	417
ENSP00000231009	264
ENSP00000231021	789
ENSP00000231061	303
ENSP00000231121	215
ENSP00000231130	796
ENSP00000231134	795
ENSP00000231136	794
ENSP00000231137	793
ENSP00000231173	787
ENSP00000231188	877
ENSP00000231198	298
ENSP00000231228	328
ENSP00000231229	347
ENSP00000231238	292
ENSP00000231338	246
ENSP00000231357	519
ENSP00000231368	1025
ENSP00000231420	514
ENSP00000231423	376
ENSP00000231449	153
ENSP00000231454	134
ENSP00000231461	359
ENSP00000231484	1184
ENSP00000231487	163
ENSP00000231498	1391
ENSP00000231509	778
ENSP00000231512	265
ENSP00000231524	574
ENSP00000231526	411
ENSP00000231572	660
ENSP00000231656	265
ENSP00000231668	271
ENSP00000231683	359
ENSP00000231706	771
ENSP00000231721	782
ENSP00000231749	440
ENSP00000231751	710
ENSP00000231790	756
ENSP00000231803	694
ENSP00000231887	723
ENSP00000231909	329
ENSP00000231948	442
ENSP00000232003	525
ENSP00000232014	706
ENSP00000232125	144
ENSP00000232165	872
ENSP00000232217	134
ENSP00000232219	197
ENSP00000232375	469
ENSP00000232424	280
ENSP00000232447	2561
ENSP00000232458	883
ENSP00000232461	350
ENSP00000232496	110
ENSP00000232501	380
ENSP00000232508	222
ENSP00000232519	128
ENSP00000232564	340
ENSP00000232603	984
ENSP00000232607	480
ENSP00000232744	478
ENSP00000232766	574
ENSP00000232854	338
ENSP00000232888	475
ENSP00000232892	399
ENSP00000232905	113
ENSP00000232974	747
ENSP00000232975	161
ENSP00000232978	1462
ENSP00000233025	169
ENSP00000233027	841
ENSP00000233047	161
ENSP00000233055	410
ENSP00000233057	551
ENSP00000233072	1500
ENSP00000233078	407
ENSP00000233084	740
ENSP00000233092	127
ENSP00000233099	2071
ENSP00000233114	334
ENSP00000233121	281
ENSP00000233143	44
ENSP00000233146	934
ENSP00000233154	380
ENSP00000233156	304
ENSP00000233190	727
ENSP00000233202	550
ENSP00000233242	4563
ENSP00000233270	878
ENSP00000233310	1544
ENSP00000233330	513
ENSP00000233331	356
ENSP00000233336	377
ENSP00000233379	314
ENSP00000233468	125
ENSP00000233505	114
ENSP00000233535	388
ENSP00000233545	176
ENSP00000233552	523
ENSP00000233557	535
ENSP00000233573	613.333333333333
ENSP00000233575	470
ENSP00000233596	184
ENSP00000233607	2303
ENSP00000233609	145
ENSP00000233612	198
ENSP00000233615	269
ENSP00000233616	837
ENSP00000233623	519
ENSP00000233627	213
ENSP00000233630	259
ENSP00000233638	284
ENSP00000233668	481
ENSP00000233710	430
ENSP00000233712	152
ENSP00000233714	399
ENSP00000233735	166
ENSP00000233741	375
ENSP00000233809	325
ENSP00000233813	272
ENSP00000233826	360
ENSP00000233838	758
ENSP00000233840	380
ENSP00000233892	193
ENSP00000233893	102
ENSP00000233944	489
ENSP00000233946	569
ENSP00000233948	365
ENSP00000233954	556
ENSP00000233957	541
ENSP00000233969	812
ENSP00000233997	251
ENSP00000234038	360
ENSP00000234040	1323
ENSP00000234071	461
ENSP00000234091	134
ENSP00000234111	461
ENSP00000234115	221
ENSP00000234142	1949
ENSP00000234160	452
ENSP00000234170	1054
ENSP00000234179	890
ENSP00000234195	573
ENSP00000234198	328
ENSP00000234256	532
ENSP00000234296	577
ENSP00000234301	114
ENSP00000234310	170
ENSP00000234313	350
ENSP00000234347	256
ENSP00000234371	398
ENSP00000234389	1043
ENSP00000234392	290
ENSP00000234396	513
ENSP00000234420	1360
ENSP00000234453	300
ENSP00000234454	261
ENSP00000234488	869
ENSP00000234505	783
ENSP00000234549	312
ENSP00000234590	434
ENSP00000234626	574
ENSP00000234677	514
ENSP00000234701	914
ENSP00000234725	559
ENSP00000234739	1426
ENSP00000234798	321
ENSP00000234800	405
ENSP00000234816	491
ENSP00000234827	208
ENSP00000234831	323
ENSP00000234961	372
ENSP00000234981	181
ENSP00000235090	342
ENSP00000235150	731
ENSP00000235180	979
ENSP00000235307	121
ENSP00000235310	211
ENSP00000235329	757
ENSP00000235332	388
ENSP00000235345	355
ENSP00000235347	474
ENSP00000235349	478
ENSP00000235372	1718
ENSP00000235382	211
ENSP00000235453	396
ENSP00000235480	323
ENSP00000235510	685
ENSP00000235521	360
ENSP00000235532	379
ENSP00000235547	375
ENSP00000235628	368
ENSP00000235739	305
ENSP00000235790	1274
ENSP00000235835	359
ENSP00000235878	142
ENSP00000235932	203
ENSP00000235933	181
ENSP00000235958	181.666666666667
ENSP00000236017	149
ENSP00000236040	804
ENSP00000236051	306
ENSP00000236067	158
ENSP00000236137	497
ENSP00000236147	385
ENSP00000236166	539
ENSP00000236192	141
ENSP00000236228	532
ENSP00000236255	607
ENSP00000236273	243
ENSP00000236342	333
ENSP00000236412	127
ENSP00000236495	706
ENSP00000236671	412
ENSP00000236693	268
ENSP00000236698	1221
ENSP00000236709	340
ENSP00000236826	467
ENSP00000236850	267
ENSP00000236877	921
ENSP00000236914	495
ENSP00000236918	293
ENSP00000236925	1489
ENSP00000236937	291
ENSP00000236938	376
ENSP00000236957	225
ENSP00000236959	592
ENSP00000236976	224
ENSP00000236979	55
ENSP00000236980	710
ENSP00000236995	327
ENSP00000236996	51
ENSP00000237014	147
ENSP00000237019	343
ENSP00000237163	2369
ENSP00000237172	1213
ENSP00000237186	36
ENSP00000237201	294
ENSP00000237247	859
ENSP00000237264	186
ENSP00000237275	222
ENSP00000237281	745
ENSP00000237283	191
ENSP00000237289	790
ENSP00000237302	612
ENSP00000237305	431
ENSP00000237316	179
ENSP00000237353	1007
ENSP00000237364	833
ENSP00000237380	178
ENSP00000237449	4158
ENSP00000237455	685
ENSP00000237500	172
ENSP00000237512	221.666666666667
ENSP00000237527	108
ENSP00000237530	631
ENSP00000237536	1661
ENSP00000237596	968
ENSP00000237612	655
ENSP00000237623	300
ENSP00000237642	358
ENSP00000237653	368
ENSP00000237654	377
ENSP00000237696	294
ENSP00000237822	325
ENSP00000237837	251
ENSP00000237853	640
ENSP00000237858	106
ENSP00000237865	479
ENSP00000237889	98
ENSP00000237937	213
ENSP00000238018	471
ENSP00000238044	148
ENSP00000238081	245
ENSP00000238091	150
ENSP00000238112	684
ENSP00000238146	600
ENSP00000238156	331
ENSP00000238181	174.666666666667
ENSP00000238248	177
ENSP00000238256	1219
ENSP00000238341	2325
ENSP00000238379	251
ENSP00000238483	2029
ENSP00000238497	444
ENSP00000238508	397
ENSP00000238558	257
ENSP00000238561	523
ENSP00000238570	2269
ENSP00000238571	1822
ENSP00000238607	169
ENSP00000238609	130
ENSP00000238616	979
ENSP00000238618	99
ENSP00000238628	213
ENSP00000238633	148
ENSP00000238647	796
ENSP00000238651	483
ENSP00000238662	1429
ENSP00000238667	526
ENSP00000238671	67
ENSP00000238682	412
ENSP00000238686	389
ENSP00000238688	107
ENSP00000238699	375
ENSP00000238709	393
ENSP00000238714	736
ENSP00000238721	332
ENSP00000238738	205
ENSP00000238788	689
ENSP00000238789	1458
ENSP00000238823	518
ENSP00000238831	244
ENSP00000238855	936
ENSP00000238856	909
ENSP00000238875	172
ENSP00000238892	101
ENSP00000238918	728
ENSP00000238936	517
ENSP00000238961	1173
ENSP00000238983	398
ENSP00000238994	317
ENSP00000239007	228
ENSP00000239026	97
ENSP00000239027	838
ENSP00000239032	370
ENSP00000239117	184
ENSP00000239118	225
ENSP00000239125	257
ENSP00000239138	352
ENSP00000239144	243
ENSP00000239151	269
ENSP00000239165	217
ENSP00000239167	401
ENSP00000239214	237
ENSP00000239215	228
ENSP00000239223	367
ENSP00000239231	370
ENSP00000239243	267
ENSP00000239316	139
ENSP00000239347	189
ENSP00000239367	500
ENSP00000239374	715
ENSP00000239440	1544
ENSP00000239444	801
ENSP00000239446	800
ENSP00000239449	798
ENSP00000239450	795
ENSP00000239451	301
ENSP00000239457	190
ENSP00000239461	245
ENSP00000239462	1299
ENSP00000239468	177
ENSP00000239472	788
ENSP00000239587	592
ENSP00000239614	507
ENSP00000239666	140
ENSP00000239690	583
ENSP00000239715	352
ENSP00000239730	92
ENSP00000239761	1456
ENSP00000239830	488
ENSP00000239849	317
ENSP00000239852	151
ENSP00000239859	214
ENSP00000239860	141
ENSP00000239878	85
ENSP00000239882	619
ENSP00000239885	430
ENSP00000239891	324
ENSP00000239893	37
ENSP00000239899	757
ENSP00000239906	392
ENSP00000239926	498
ENSP00000239938	543
ENSP00000239940	140
ENSP00000239944	66
ENSP00000240050	385
ENSP00000240055	207
ENSP00000240079	194
ENSP00000240093	666
ENSP00000240095	481
ENSP00000240100	394
ENSP00000240101	303
ENSP00000240123	671
ENSP00000240132	514
ENSP00000240139	512
ENSP00000240159	116
ENSP00000240185	414
ENSP00000240189	474
ENSP00000240285	341
ENSP00000240304	432
ENSP00000240306	240
ENSP00000240316	576
ENSP00000240327	374
ENSP00000240328	712
ENSP00000240333	322
ENSP00000240335	545
ENSP00000240343	89
ENSP00000240361	1497
ENSP00000240364	453
ENSP00000240423	741
ENSP00000240487	1387
ENSP00000240488	205
ENSP00000240499	474
ENSP00000240587	1081
ENSP00000240615	309
ENSP00000240617	553
ENSP00000240618	216
ENSP00000240619	307
ENSP00000240651	500
ENSP00000240652	89
ENSP00000240662	424
ENSP00000240687	318
ENSP00000240691	312
ENSP00000240719	627
ENSP00000240727	510
ENSP00000240731	577
ENSP00000240851	400
ENSP00000240874	1663
ENSP00000240922	169
ENSP00000240986	433
ENSP00000241001	422
ENSP00000241014	711
ENSP00000241041	346
ENSP00000241051	511
ENSP00000241052	527
ENSP00000241069	614
ENSP00000241071	580
ENSP00000241124	261
ENSP00000241125	435
ENSP00000241256	366
ENSP00000241261	281
ENSP00000241274	977
ENSP00000241305	756
ENSP00000241312	3487
ENSP00000241337	218
ENSP00000241356	318
ENSP00000241391	373
ENSP00000241393	352
ENSP00000241416	513
ENSP00000241436	870
ENSP00000241453	993
ENSP00000241463	242
ENSP00000241502	318
ENSP00000241527	381
ENSP00000241600	296
ENSP00000241651	224
ENSP00000241704	1224
ENSP00000241802	255
ENSP00000241808	102
ENSP00000241891	478
ENSP00000242044	1005
ENSP00000242050	263
ENSP00000242057	848
ENSP00000242059	414
ENSP00000242066	459
ENSP00000242067	887
ENSP00000242104	109
ENSP00000242108	569
ENSP00000242109	138
ENSP00000242140	483
ENSP00000242152	97
ENSP00000242159	230
ENSP00000242208	426
ENSP00000242209	570
ENSP00000242210	336
ENSP00000242248	494
ENSP00000242249	148
ENSP00000242257	246
ENSP00000242261	202
ENSP00000242275	297
ENSP00000242284	218
ENSP00000242285	248
ENSP00000242315	400
ENSP00000242317	699
ENSP00000242323	522
ENSP00000242338	372
ENSP00000242351	902
ENSP00000242365	1884
ENSP00000242375	326
ENSP00000242462	214
ENSP00000242465	158
ENSP00000242480	476
ENSP00000242505	582
ENSP00000242576	313
ENSP00000242577	89
ENSP00000242591	676
ENSP00000242592	412
ENSP00000242607	273
ENSP00000242719	154
ENSP00000242728	482
ENSP00000242729	243
ENSP00000242737	181
ENSP00000242770	249
ENSP00000242776	427
ENSP00000242783	942
ENSP00000242784	176
ENSP00000242786	835
ENSP00000242796	315
ENSP00000242804	627
ENSP00000242810	600
ENSP00000242819	233
ENSP00000242827	206
ENSP00000242839	1465
ENSP00000242848	1668
ENSP00000242872	269
ENSP00000242983	285
ENSP00000242994	331
ENSP00000243040	66
ENSP00000243045	153
ENSP00000243050	598
ENSP00000243052	536
ENSP00000243056	330
ENSP00000243067	264
ENSP00000243077	4544
ENSP00000243082	378
ENSP00000243103	282
ENSP00000243108	235
ENSP00000243112	177
ENSP00000243167	579
ENSP00000243182	1287
ENSP00000243186	372
ENSP00000243189	290
ENSP00000243213	380
ENSP00000243218	688
ENSP00000243219	86.6666666666667
ENSP00000243222	680
ENSP00000243253	476
ENSP00000243286	200
ENSP00000243297	257
ENSP00000243298	201
ENSP00000243314	315
ENSP00000243326	2472
ENSP00000243344	1316
ENSP00000243346	307
ENSP00000243347	277
ENSP00000243349	493
ENSP00000243389	476
ENSP00000243440	127
ENSP00000243457	427
ENSP00000243498	439
ENSP00000243501	189
ENSP00000243562	185
ENSP00000243563	282
ENSP00000243578	175
ENSP00000243583	503
ENSP00000243611	252
ENSP00000243639	522
ENSP00000243643	555
ENSP00000243644	532
ENSP00000243662	211
ENSP00000243673	423
ENSP00000243706	603
ENSP00000243776	775
ENSP00000243786	366
ENSP00000243806	272
ENSP00000243810	438
ENSP00000243878	346
ENSP00000243893	50
ENSP00000243896	365
ENSP00000243903	607
ENSP00000243911	323
ENSP00000243913	308
ENSP00000243914	663
ENSP00000243918	156
ENSP00000243924	117
ENSP00000243938	231
ENSP00000243961	1119
ENSP00000243964	1116
ENSP00000243967	591.333333333333
ENSP00000243983	499
ENSP00000243997	51
ENSP00000244007	1291
ENSP00000244020	344
ENSP00000244040	194
ENSP00000244043	500
ENSP00000244047	852
ENSP00000244049	124
ENSP00000244050	264
ENSP00000244051	460
ENSP00000244061	228
ENSP00000244069	402
ENSP00000244070	386
ENSP00000244096	369
ENSP00000244137	493
ENSP00000244174	521
ENSP00000244204	344
ENSP00000244217	176
ENSP00000244221	123
ENSP00000244227	155
ENSP00000244230	681
ENSP00000244241	197
ENSP00000244289	1076
ENSP00000244291	430
ENSP00000244293	402
ENSP00000244295	326
ENSP00000244296	426
ENSP00000244302	632
ENSP00000244303	600
ENSP00000244314	463
ENSP00000244321	143
ENSP00000244333	346
ENSP00000244336	349
ENSP00000244360	420
ENSP00000244364	5171
ENSP00000244426	447
ENSP00000244458	444
ENSP00000244496	259
ENSP00000244513	526
ENSP00000244519	584
ENSP00000244520	159
ENSP00000244527	467
ENSP00000244533	1464
ENSP00000244534	221
ENSP00000244537	98
ENSP00000244546	738
ENSP00000244558	41
ENSP00000244565	518
ENSP00000244571	985
ENSP00000244573	215
ENSP00000244576	358
ENSP00000244601	126
ENSP00000244623	313
ENSP00000244625	346
ENSP00000244645	441
ENSP00000244661	136
ENSP00000244669	224
ENSP00000244670	248
ENSP00000244709	234
ENSP00000244711	185
ENSP00000244728	957
ENSP00000244741	164
ENSP00000244745	474
ENSP00000244751	593
ENSP00000244763	286
ENSP00000244766	142
ENSP00000244769	815
ENSP00000244776	341
ENSP00000244777	114
ENSP00000244815	784
ENSP00000244869	169
ENSP00000244891	309
ENSP00000244926	90
ENSP00000244930	95
ENSP00000244934	791
ENSP00000245046	261
ENSP00000245105	1336
ENSP00000245121	466
ENSP00000245138	1227
ENSP00000245157	721
ENSP00000245185	61
ENSP00000245206	430
ENSP00000245222	654
ENSP00000245255	861
ENSP00000245304	183
ENSP00000245312	348
ENSP00000245323	333
ENSP00000245382	521
ENSP00000245407	557
ENSP00000245414	325
ENSP00000245418	470
ENSP00000245441	2133
ENSP00000245448	127
ENSP00000245451	408
ENSP00000245457	358
ENSP00000245458	56
ENSP00000245479	509
ENSP00000245503	1941
ENSP00000245539	242
ENSP00000245541	723
ENSP00000245543	198
ENSP00000245544	656
ENSP00000245551	256
ENSP00000245552	201
ENSP00000245564	570
ENSP00000245588	881
ENSP00000245615	472
ENSP00000245618	596
ENSP00000245620	632
ENSP00000245621	464
ENSP00000245663	589
ENSP00000245680	523
ENSP00000245787	225
ENSP00000245796	1056
ENSP00000245810	156
ENSP00000245812	221
ENSP00000245816	277
ENSP00000245817	254
ENSP00000245838	1593
ENSP00000245862	125
ENSP00000245865	347
ENSP00000245903	193
ENSP00000245907	1663
ENSP00000245908	576
ENSP00000245912	240
ENSP00000245919	338
ENSP00000245923	545
ENSP00000245925	649
ENSP00000245932	380
ENSP00000245934	1274
ENSP00000245957	1237
ENSP00000245960	580
ENSP00000245983	120
ENSP00000246000	154
ENSP00000246006	652
ENSP00000246012	142
ENSP00000246015	263
ENSP00000246020	145
ENSP00000246024	349
ENSP00000246032	401
ENSP00000246041	200
ENSP00000246043	1410
ENSP00000246062	570
ENSP00000246069	165
ENSP00000246070	280
ENSP00000246071	225
ENSP00000246077	428
ENSP00000246080	199
ENSP00000246081	128
ENSP00000246090	90
ENSP00000246100	295
ENSP00000246104	307
ENSP00000246105	183
ENSP00000246108	64.3333333333333
